Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
00f3d2cc-93ea-40f0-9b88-b159b07a49cb.jpg,normal-cecum,785.5822605797454,955.4061144067308,787.4275088674166,897.0384151408731,0.7529481350613347,0.7137126298767321,0.7393459717149236,0.719250758557825,6.3710402397260255,7.828386073889115,6.45043419765166,7.40049249198647,3.2477374816319613,3.3921494758445028,3.269180697500727,3.3676180456874163,0.375144827015763,0.3689925246654852,0.3754161701030515,0.37046043239614496,0.6124906750439251,0.607447548900714,0.6127121429374903,0.6086546084571651,0.9220185320065628,0.9052430415833785,0.9218353619204933,0.9110319365556945
01c49663-9674-44ae-b61e-05243a30e4ab.jpg,normal-cecum,826.7866316046968,925.0585360809735,780.7170070939333,929.0425894508674,0.6995295952248967,0.6618573138555108,0.6955831662687554,0.6630869435577288,7.082635151663406,8.072878090999955,6.75523636252446,8.090785497910927,3.6382909561157875,3.76197925933415,3.6114772764197434,3.761257114652363,0.29811931231750877,0.29411699831161686,0.2991626623331775,0.2938668781321245,0.5460030332493665,0.5423255464309392,0.5469576421745814,0.5420948977182173,0.9172105294809505,0.9074182430985419,0.9218236662619056,0.9070195108603241
01e023db-5c76-4c28-91ab-06e36cd31495.jpg,normal-cecum,335.05010090508796,405.8739817938809,330.5577681629157,382.8134849361024,0.8731322589948596,0.8463209966066051,0.861023028971405,0.8504161964083545,2.7795376712328763,3.457063966513608,2.8423893101761246,3.252767873897541,1.9714197485927383,2.0692422997584132,2.002148774006982,2.052921207851419,0.6071636554977279,0.6025610794469131,0.6072538568115253,0.6036176839268546,0.7792070684341409,0.7762480785463581,0.7792649464793892,0.7769283647331037,0.9568324923868697,0.9477836936789695,0.9574112798796195,0.9507504617445619
02dcedf1-c0bd-4ef4-b072-ea8f11da6a1d.jpg,normal-cecum,719.0630962573381,794.9646715507371,675.6049718688843,837.0746895117592,0.7690457506532238,0.7491000830990224,0.7714273694050755,0.7452922506129649,5.652794765166338,6.34398612137668,5.324631543542072,6.65464669635916,2.991900611254171,3.073365672135712,2.9577121083500773,3.0866755557572634,0.44763674808647513,0.4444604972215376,0.44946744918684417,0.44337189312515296,0.6690566105244572,0.6666787061407748,0.6704233358012266,0.665861767279931,0.932486814487467,0.9254424670158907,0.936567119024212,0.9214930851559828
032a3076-c75c-4089-a57c-1b19e5f6589e.jpg,normal-cecum,1030.887941841976,1173.677750927731,996.0778650929548,1167.9648821810576,0.7178942544904074,0.6870873542144466,0.7208432772345544,0.696356141609423,8.230407595401172,9.456497179468526,7.915736607142856,9.36564274799805,3.515188337924356,3.630131596955536,3.47583230693113,3.60846605646469,0.36519710698065766,0.3602729506119581,0.3661700335820327,0.3599892216963493,0.6043154035606387,0.6002274157450308,0.6051198505932793,0.599991018013061,0.9093992267457595,0.896940404212755,0.9124585504049976,0.8974420461185953
032e1815-45bd-4a82-bbb7-98aedc04c96e.jpg,normal-cecum,661.6457849192758,701.8243036753076,596.7822590508803,751.2918378835866,0.7764866715278999,0.7534767743643767,0.7812873620718613,0.7495403007492674,5.4061276908023475,5.824701958096055,4.89609833659491,6.208386150481962,3.044824445722722,3.120635155670978,3.0029864566980184,3.146813410369728,0.41485577114728056,0.41277367029282686,0.41765133220204465,0.41130953612097043,0.6440929833085286,0.6424746456420104,0.6462594929299257,0.6413341844319312,0.9363657740083441,0.9325685931770383,0.9426040670010646,0.9278157434876518
03adaef7-3900-4624-9ffa-6df25d1ee70c.jpg,normal-cecum,412.39260488013696,477.3851203082095,397.5875122309197,465.16397378992866,0.7671511770878106,0.7448851703972009,0.7716884827282153,0.7451754598871155,3.7754708904109586,4.40923556512115,3.5962191169275917,4.329341569617149,3.151615698901978,3.2347079392136755,3.1075955856506297,3.237127488477127,0.4282034932474802,0.42532402140296144,0.42854627507669757,0.42562786922397555,0.6543725951225954,0.6521687062432246,0.654634459127151,0.6524016165093213,0.9659085883371584,0.960576257809242,0.9671324863950727,0.9615855128302221
046ea931-dfd4-477b-8d9d-f6e892681166.jpg,normal-cecum,326.1127843688845,375.7397604941771,298.84662426614483,361.02930059244557,0.8433131264746371,0.8059259187629781,0.8255405872563217,0.8110168527965401,2.6692377079256357,3.237556535092927,2.6375596257338554,3.0800969665404154,2.5072460808015014,2.6239725716613456,2.5426594438444283,2.6096638543220827,0.4839133191784639,0.47974767182757716,0.4833448021882332,0.48064078080094796,0.6956387849871971,0.6926381969163823,0.6952300354474289,0.6932826125044158,0.9644504978414086,0.959088290942966,0.9674227775675923,0.9606900113858685
054e55fd-2656-4b60-92f2-e8d3f6885e69.jpg,normal-cecum,667.4309488136007,786.3013698630135,649.5985888576319,744.8834218618953,0.8520375875391801,0.8325793280952071,0.8531062496693496,0.8353182021893016,5.21375825587084,6.237276971212578,5.132055711839528,5.911343783150338,2.010345167673386,2.0920070616392543,2.00144414634131,2.074514120063757,0.6028884948234698,0.5960647730409241,0.6029151094664184,0.5978044782385764,0.7764589460000251,0.772052312373277,0.7764760842849047,0.7731781672024737,0.9016071048349248,0.8842539581512414,0.9042359573429072,0.8903508107402965
0a4ef674-6ccd-4b26-a8e0-a8d7e3f2f6be.jpg,normal-cecum,629.0055344911935,713.920557902275,603.8584729696669,729.1484254426108,0.8423786465105534,0.82578804508369,0.8491714611834605,0.8225964640137879,5.096845951565555,5.853523845267136,4.93944930283757,5.99577207501503,2.166716476018928,2.2336360300574234,2.1377054203071797,2.2434019978438164,0.5812212101289315,0.5759903963976942,0.5811878445626709,0.5750842303259773,0.7623786527237836,0.7589403114854911,0.7623567698674099,0.7583430822035481,0.9184354240049837,0.9075570452295509,0.9216963005760986,0.9055852445092887
